Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,graph_num_nodes,graph_num_edges,graph_self_loops,graph_density,graph_out_deg_mean,graph_out_deg_max,graph_out_deg_std,graph_in_deg_mean,graph_in_deg_max,graph_in_deg_std,anomaly_score,is_anomaly
0,1f2c32d8-2d6e-3b68-bc46-789469f2b71e,0.0008122137266923,0.0040664334403289,85.64324324324325,5405,default,1460.0,1295.0,451.0,E,normal,447,2821,121,0.0141501389432289,6.545243619489559,164.0,12.59146285280611,6.3393258426966295,126.0,11.026807151211376,0.22871965655316173,1
1,4c486414-d4f5-33f6-b485-24a8ed2925e8,6.324646128836197e-05,0.0022114659382986,16.166804782763112,519,default,9299.0,8447.0,302.0,E,normal,280,1270,72,0.016257040450588837,4.8106060606060606,65.0,8.177141620837686,4.652014652014652,76.0,7.351943101639776,0.1579436449669931,1
2,7e5838fc-bce1-371f-a3ac-d8a0b2a05d9a,0.0044809964936582,0.0153240119475347,99.57327586206895,6211,default,255.0,232.0,354.0,E,normal,354,1589,67,0.012715865623149438,4.687315634218289,93.0,8.367103631344671,4.527065527065527,79.0,6.859911389104196,0.13225954131924855,0
3,82661ecd-d87f-3dff-855e-378f7cb6d912,0.0178370982315735,0.0149735381437975,69.7927927927928,8292,default,195.0,111.0,116.0,E,normal,114,459,34,0.03563111318118305,4.289719626168225,28.0,5.266734514360393,4.2110091743119265,27.0,4.964226880678564,0.011690162064072251,0
4,d62d56ea-775e-328c-8b08-db7ad7f834e5,0.000797130068457,0.0060558188520273,14.952755905511813,182,default,272.0,254.0,23.0,E,normal,23,89,13,0.17588932806324112,3.869565217391304,9.0,2.2322604613901627,4.045454545454546,12.0,2.754785468091229,-0.018890449577590063,0
5,45d84ed6-043b-39ba-9247-0e5c36c48889,0.0016601732773791,0.005821036956816,92.22222222222224,7359,default,897.0,801.0,430.0,E,normal,425,2520,114,0.013984461709211986,6.101694915254237,137.0,11.417217448665827,5.971563981042654,127.0,10.367838848481709,0.19779213132954454,1
6,886654dc-3acf-3d11-9da7-2380dbe5b11d,0.0047980674746151,0.012119226989846,100.09836065573772,8790,default,342.0,305.0,370.0,E,normal,369,1809,93,0.01332184517497349,5.053072625698324,97.0,8.747544207668605,4.942622950819672,98.0,7.921023261774429,0.15613627253973594,1
7,e538e1a9-3666-3e6f-ba3d-3de4ab256b8b,0.0075695735919234,0.0088336875664187,65.7467248908297,6839,default,240.0,229.0,133.0,E,normal,133,616,36,0.03508771929824561,4.775193798449612,35.0,5.878934025188553,4.631578947368421,48.0,6.004351409835193,0.0045441854049954045,0
8,0c8bc3da-f6c1-34f0-9afa-4179eaee4ebe,0.0007075345519393,0.014712438698172,7.526845637583893,96,default,326.0,298.0,33.0,E,normal,33,74,6,0.07007575757575757,2.5517241379310347,9.0,2.41527048383965,2.740740740740741,13.0,2.5326401477450013,-0.049237584791148425,0
9,387a01c7-2223-3524-9e01-a278db41748e,0.0007985063310334,0.0043786488740617,79.39202407825432,5056,default,1471.0,1329.0,462.0,E,normal,454,2912,133,0.014159154340617128,6.603174603174603,153.0,12.583828260353325,6.4567627494456765,136.0,11.143083411863905,0.24116821163044333,1
10,3f98be89-cfcd-394f-a252-68a6d3b8f89c,0.0002981574539363,0.0210576692988753,6.539906103286385,75,default,659.0,639.0,88.0,E,normal,85,162,12,0.0226890756302521,2.16,20.0,3.0595860286428724,2.076923076923077,28.0,3.2611514042224914,-0.030816681822331993,0
11,4d5f8f58-bbdd-3cc5-9645-ca424e8604d6,0.021537886340977,0.0129611166500498,16.810055865921786,3889,default,204.0,179.0,39.0,E,normal,38,104,9,0.07396870554765292,3.0588235294117645,17.0,3.3863148152057065,2.736842105263158,13.0,2.571956152183288,-0.03237652641720279,0
12,71f62eaf-4c37-3f5b-8937-45ebfafee6a1,0.0005854347826086,0.0139130434782608,20.26431718061674,162,default,236.0,227.0,64.0,E,normal,64,217,18,0.05381944444444445,3.6166666666666667,15.0,3.440405337876468,3.4444444444444446,25.0,3.6111721606561082,-0.053476466623853025,0
13,98a15596-d1c4-3fb2-98b1-ca5828d0c4b5,0.0240362038664323,0.017809021675454,76.89189189189189,12309,default,115.0,111.0,152.0,E,normal,151,627,37,0.027682119205298013,4.384615384615385,33.0,5.355766876749303,4.236486486486487,38.0,4.950240898433135,0.06376949272367266,0
14,dc98ec0c-42f0-3004-8088-7bdf2e8505ad,0.0137116445916114,0.0115894039735099,17.257142857142856,2982,default,216.0,210.0,42.0,E,normal,42,176,11,0.10220673635307782,4.4,18.0,4.253234063627347,4.2926829268292686,17.0,3.977031019332499,-0.020108958980250224,0
15,f9e20d65-1586-3b12-a8b8-e17f8b7a0621,5.924300603400988e-06,0.0149204607789358,8.60717658168083,4,default,2593.0,1059.0,136.0,E,normal,133,387,24,0.022043745727956254,3.1463414634146343,37.0,5.014909359440382,2.9318181818181817,31.0,3.5015000720863823,-0.004115994958180158,0
16,240b31e7-6cb1-3ba3-95de-96072d911b4f,0.0045198787537008,0.0193148174256309,28.146825396825395,1924,default,375.0,252.0,137.0,E,normal,133,440,30,0.02506265664160401,3.492063492063492,38.0,5.123469235961289,3.3587786259541983,40.0,4.358143561442024,-0.03049349119976713,0
17,4ee267ef-5183-326c-9285-6d587ea82e9b,0.0154956787900612,0.0102628736046092,18.451827242524917,5164,default,341.0,301.0,57.0,E,normal,57,174,15,0.05451127819548872,3.2222222222222223,23.0,3.866602809178959,3.0526315789473686,21.0,3.4662333701796,-0.037590392568536246,0
18,5926a07b-391c-3b38-b6a9-3678c276bb0e,0.0016153125,0.040625,8.465608465608465,156,default,211.0,189.0,65.0,E,normal,65,155,12,0.037259615384615384,2.6271186440677967,20.0,3.364310718860883,2.4603174603174605,18.0,2.6656271594480723,-0.03970842391536922,0
19,61ce3f32-6af6-3920-92a5-2bb928848b97,0.0122591913586364,0.0093152313943117,82.71311475409836,14845,default,256.0,244.0,188.0,E,normal,187,800,49,0.023000402507043872,4.395604395604396,44.0,6.539615744465068,4.324324324324325,49.0,5.805188983836527,0.06583972759330492,0
20,740ec1c4-5bb2-3aca-8719-f4217c0a2420,0.0009801966292134,0.0058988764044943,16.3302752293578,210,default,280.0,218.0,21.0,E,normal,21,97,12,0.23095238095238096,4.619047619047619,10.0,2.359906989212165,4.619047619047619,11.0,2.6632631341161077,0.007357227215566253,0
21,7bd0c3da-f000-34d0-8ed9-3ff188e229c3,0.0139875271149674,0.0108459869848156,17.39622641509434,3096,default,247.0,212.0,40.0,E,normal,38,99,8,0.07041251778093884,2.911764705882353,16.0,3.1094509356327307,2.675675675675676,13.0,2.5999381910954025,-0.043700449480675196,0
22,827948df-c705-3a1c-b0d3-17109c168243,0.0001470276383685,0.0020499045734077,19.432692307692307,125,default,1080.0,728.0,29.0,E,normal,29,83,7,0.1022167487684729,3.074074074074074,12.0,2.5809261318791625,3.1923076923076925,8.0,2.35370788935296,-0.02472525773705314,0
23,90462da0-f6fb-379b-bd9d-1aec761b27a1,0.0007481497753975,0.0039693661891812,85.88874430709174,5926,default,1720.0,1537.0,524.0,E,normal,514,3280,130,0.012439226037423867,6.612903225806452,183.0,13.03606020869911,6.456692913385827,151.0,12.037020261664162,0.2736501580438435,1
24,e954885a-b5de-3f65-9133-e8818912c888,0.0263759364866375,0.0084982668008498,70.97619047619048,14153,default,155.0,126.0,76.0,E,normal,75,342,24,0.061621621621621624,4.816901408450704,20.0,5.074958847137467,4.621621621621622,23.0,5.009997309981213,0.0684431248935311,0
25,1e1ef442-ec30-3853-8da4-80e9344746d6,0.0012406642161453,0.0022593182243865,28.50316983650317,6359,default,3510.0,2997.0,193.0,E,normal,179,973,62,0.030537944887326595,5.690058479532164,48.0,7.966513651696206,5.624277456647399,59.0,8.064973878983276,0.11722238540063024,0
26,25684254-73a3-39d6-b3dd-82858b1c93bb,0.0005280444669024,0.0099376789624389,11.528155339805826,189,default,527.0,515.0,59.0,E,normal,56,134,10,0.04350649350649351,2.627450980392157,22.0,3.3487532612092856,2.4363636363636365,23.0,3.4046152438532142,-0.04362552767849559,0
27,32c774b5-75e3-3761-bb9d-b708c951aef9,0.0008268641470888,0.0204290091930541,6.705479452054795,98,default,303.0,292.0,40.0,E,normal,40,93,10,0.05961538461538462,2.5135135135135136,13.0,2.478247218669762,2.735294117647059,17.0,2.893286585603989,-0.04943221998879821,0
28,6955c5d1-3243-37aa-9647-253f8351e751,0.0007321248741188,0.0221550855991943,6.848275862068966,88,default,305.0,290.0,44.0,E,normal,44,102,9,0.05391120507399577,2.55,11.0,2.178875856950093,2.6153846153846154,22.0,3.4389576880613313,-0.03752167128910555,0
29,9a0fa52a-ee67-35b9-bb8a-d35181e06363,0.0105085276714236,0.0184476157326836,27.625,1812,default,148.0,104.0,53.0,E,normal,53,139,11,0.050435413642960815,2.673076923076923,11.0,2.3015141658528417,2.78,13.0,2.2741152125607007,-0.029342475552187053,0
30,a966db41-094d-3bd0-8b5a-b2a0efa33754,0.0024981281737647,0.0079320953334074,102.58174904942966,8088,default,604.0,526.0,428.0,E,normal,424,2271,101,0.01266225076943664,5.512135922330097,126.0,10.364584410430677,5.4071428571428575,113.0,9.193861638981453,0.19134443110110932,1
31,f88d16dc-b509-3a9c-832d-6fb053161d91,9.68209588899244e-05,0.0110800455628041,41.44635193133047,57,default,418.0,233.0,107.0,E,normal,107,434,25,0.03826485628636925,4.297029702970297,28.0,4.982234884533475,4.09433962264151,38.0,4.794903548101865,-0.031055958198267286,0
32,0eb29a67-fc99-34af-89fd-dda9f3df393e,0.0144034553681612,0.0099547511312217,39.464285714285715,10505,default,342.0,308.0,121.0,E,normal,121,501,31,0.03450413223140496,4.245762711864407,31.0,5.171526412503349,4.175,37.0,5.704767742862106,-0.008505296537603568,0
33,3f7d29c2-42df-36e2-af1a-b6722bd0ca76,0.0107579318448883,0.0109674892283587,14.183333333333334,1648,default,187.0,180.0,28.0,E,normal,28,125,9,0.16534391534391535,4.464285714285714,15.0,3.190187442512955,4.62962962962963,13.0,3.1049321355755093,0.0017810071228166469,0
34,ac9558b9-5534-3eb3-a4f8-d830b7868ac3,0.0016276798063623,0.0098547717842323,46.272,1130,default,527.0,250.0,114.0,E,normal,112,477,41,0.03836872586872587,4.336363636363636,38.0,5.800121115862814,4.376146788990826,44.0,5.155898004745025,-0.015510055657862676,0
35,b0ae8d67-517b-3f2f-980c-0f5de0ac0a63,0.0006712919889772,0.0042354483993017,78.26421636615811,4546,default,1620.0,1442.0,478.0,E,normal,468,2875,125,0.013154523325829537,6.332599118942731,156.0,12.323179113558524,6.1563169164882225,142.0,11.304202177206555,0.24227297929652147,1
36,d5be9b5f-9fed-3f25-ac36-17badbceb439,0.0002066573665039,0.0072076261334573,22.756613756613756,160,default,660.0,567.0,93.0,E,normal,93,314,21,0.036699392239364186,3.4130434782608696,22.0,4.038273883063329,3.4130434782608696,26.0,3.9976954609011477,-0.0495470923931301,0
37,496b9f8a-79cf-3b75-89f9-4989e7c1eae1,0.0203694570625135,0.0121133463119186,29.07547169811321,5651,default,178.0,159.0,56.0,E,normal,56,270,17,0.08766233766233766,5.294117647058823,24.0,5.092455464000234,4.821428571428571,24.0,5.102895336603185,0.016483220347059513,0
